gene	P_normalized_baseline	B_normalized_baseline	P_normalized_TRP_12.5min	B_normalized_TRP_12.5min	B_by_P_baseline	pauseRelease_kelong30_baseline	pauseRelease_kelong45_baseline	pauseRelease_kelong60_baseline	B_by_P_TRP_12.5min	pauseRelease_kelong30_TRP_12.5min	pauseRelease_kelong45_TRP_12.5min	pauseRelease_kelong60_TRP_12.5min	pauseRelease_FC	initiationRate_FC_bound1	initiationRate_FC_bound2	initiationRate_baseline_kelong45_termination_point01	initiationRate_baseline_kelong45_termination_point1	initiationRate_baseline_kelong45_termination_1	initiationRate_TRP_12.5min_kelong45_termination_point01	initiationRate_TRP_12.5min_kelong45_termination_point1	initiationRate_TRP_12.5min_kelong45_termination_1
Car4	0.01759945874926825	1.9914266361563315e-05	0.0004540182820687518	5.166210620873822e-06	0.00113152720463016	0.0339458161389048	0.050918724208357205	0.0678916322778096	0.011378860334288267	0.341365810028648	0.512048715042972	0.682731620057296	10.056196870677493	0.0257972866402854	0.25942259318400834	0.0010721365737630317	0.0026560878611971745	0.0184956007355386	0.0002370196607600095	0.00027788130614619716	0.0006864977600080737
Usp32	0.015810680295549905	2.1904543969868372e-05	0.005496705938535655	1.7570180696938318e-05	0.0013854270379519125	0.04156281113855737	0.06234421670783606	0.08312562227711474	0.0031964927528248103	0.0958947825847443	0.14384217387711645	0.1917895651694886	2.3072256172726426	0.34765777536357906	0.8021249253628674	0.0011438112815995757	0.002566772508199067	0.01679638477419398	0.0008456251907475808	0.0013403287252157898	0.006287364069897879
Appbp2	0.3936757957705258	4.9774715661948887e-05	0.17004067669813255	3.672760943205683e-05	0.00012643580376722638	0.0037930741130167912	0.005689611169525187	0.0075861482260335825	0.00021599307968679817	0.006479792390603945	0.009719688585905918	0.01295958478120789	1.7083221148690642	0.43193073723346076	0.7378768305076198	0.006176620162492957	0.04160744178184029	0.39591565797531353	0.0033531491914238825	0.01865681009425581	0.1716934191225751
Brip1	0.26644273084976416	1.1751800237430664e-05	0.05118943476566804	1.0372088433605877e-05	4.410628955779998e-05	0.0013231886867339994	0.001984783030100999	0.002646377373467999	0.0002026216636516228	0.006078649909548684	0.009117974864323026	0.012157299819097368	4.593940358236055	0.19212171637188183	0.8825957065343686	0.003193258319182021	0.0271731040956608	0.26697156186044857	0.000978638327168945	0.005585687456079068	0.0516561787451803
Ints2	0.2084545883467073	2.34577380621638e-05	0.031164170045737197	2.0082417530223942e-05	0.0001125316465720978	0.0033759493971629337	0.0050639240957444	0.006751898794325867	0.0006444072632369339	0.01933221789710802	0.028998326845662028	0.03866443579421604	5.726453694286516	0.14950100303814906	0.8561105711473482	0.003140144096264444	0.021901057047468104	0.20951018655950468	0.0012153504893174494	0.004020125793433797	0.032067878834597274
Rnft1	0.3334849399173447	1.5691496177093806e-05	0.11344833709637091	1.0345736846522978e-05	4.705308785752962e-05	0.0014115926357258885	0.002117388953588833	0.002823185271451777	9.119337586882908e-05	0.0027358012760648723	0.004103701914097309	0.005471602552129745	1.9380954581546332	0.3401902860275773	0.6593212482583731	0.004040966727142668	0.03405461131970369	0.3341910572453139	0.001600041529057243	0.011810391867730625	0.11391389525446444
Tubd1	0.038038592676098826	1.0799779979002448e-05	0.005711593234490366	8.335213305752072e-06	0.000283916391727825	0.00851749175183475	0.012776237627752124	0.0170349835036695	0.0014593499508015657	0.043780498524046974	0.06567074778607046	0.08756099704809395	5.140069377186803	0.15015259063669803	0.7717947330369574	0.0008663760258160985	0.004289849366664993	0.038524582775153936	0.00043220053110374685	0.0009462439222078799	0.00608667783324921
Ptrh2	0.0693450419052568	5.6057313529940504e-05	0.018975096211927417	3.453675382936977e-05	0.0008083824306650394	0.02425147291995118	0.03637720937992677	0.04850294583990236	0.0018201095500986482	0.054603286502959446	0.08190492975443917	0.10920657300591889	2.251545161120439	0.2736330628778376	0.6160971986451601	0.003216029527899891	0.009457083299373002	0.07186762101410411	0.001743904884440914	0.0034516635435143817	0.020529250134249055
Cltc	0.07365291470261968	8.479802610726366e-05	0.017183266463833717	6.160081550642708e-05	0.0011513193530716791	0.03453958059215037	0.05180937088822556	0.06907916118430074	0.003584930469191099	0.10754791407573297	0.16132187111359944	0.21509582815146594	3.113758541126432	0.23330056296091894	0.7264416205691663	0.004552440321853061	0.011181202645088834	0.07746882587744655	0.002943869362427556	0.00449036334417259	0.019955303161622934
Ypel2	0.012936872199367367	2.7658273859955406e-05	0.0070978913575519414	1.9817540294809293e-05	0.0021379413380390308	0.06413824014117092	0.09620736021175638	0.12827648028234184	0.002792032069316478	0.08376096207949435	0.12564144311924152	0.1675219241589887	1.305944190160706	0.5486559075615696	0.7165139948773812	0.001373991045691667	0.00253830954363473	0.01418149452306536	0.0009627682268419376	0.0016015784490216122	0.00798968067081836
Smg8	0.024143788741310204	3.640223842407506e-05	0.0036563895334053333	2.7667086926568206e-05	0.0015077268449500039	0.04523180534850012	0.06784770802275017	0.09046361069700024	0.00756677773902301	0.2270033321706903	0.3405049982560354	0.4540066643413806	5.018666189016435	0.15144224349301166	0.7600380670071718	0.0018795386164964798	0.004052479603214398	0.02578188947039358	0.0012815828070296225	0.0016106578650361026	0.004901408445100903
Prr11	0.0462863336686359	3.0178326916434246e-05	0.002294334687199076	2.288726803776484e-05	0.0006519921653868946	0.01955976496160684	0.029339647442410258	0.03911952992321368	0.009975557692372083	0.2992667307711625	0.4489000961567437	0.598533461542325	15.300118961479466	0.049568295981795185	0.758400825239291	0.0018208880479259	0.005986658078103132	0.04764435837987544	0.0010528704085714087	0.0012593605304193254	0.003324261748898494
Ska2	0.25188967132894446	8.677224951764717e-05	0.051047302821802115	5.887629970082007e-05	0.0003444851432766002	0.010334554298298007	0.01550183144744701	0.020669108596596014	0.0011533674934079813	0.03460102480223944	0.05190153720335916	0.06920204960447889	3.348090667822788	0.20265738786541623	0.6785153090775432	0.006423647941583567	0.02909371836118857	0.2557944225572386	0.0031599065147549245	0.007754163768717115	0.053696736308339016
Trim37	0.16880340742633848	3.166096534223359e-05	0.04186995570359955	2.5386665845938343e-05	0.0001875611744155676	0.005626835232467028	0.008440252848700541	0.011253670464934055	0.0006063217746312509	0.018189653238937526	0.02728447985840629	0.03637930647787505	3.232661431772983	0.24803975430336342	0.8018285472829297	0.0031127775146638963	0.018305084183034358	0.17022815086673898	0.001561099520103221	0.005329395533427181	0.04301235566666677
Rad51c	0.02905293394457511	1.588545063445454e-05	0.010944925013382706	1.0419802433784424e-05	0.0005467761247369904	0.01640328374210971	0.024604925613164567	0.03280656748421942	0.0009520213634212937	0.02856064090263881	0.042840961353958214	0.05712128180527762	1.741153865998143	0.37672357064737655	0.6559337014453042	0.0010053746179962055	0.0036201386730079655	0.029767779223125564	0.0005783403596541261	0.0015633836108585697	0.011413816122903006
Tex14	0.04238628034067269	0.0002477956569678427	0.009201582025651649	2.8882415593948428e-05	0.005846128864722883	0.17538386594168648	0.26307579891252975	0.35076773188337296	0.0031388532443042583	0.09416559732912774	0.14124839599369163	0.18833119465825549	0.5369114018756831	0.21708868887987956	0.11655739227785016	0.011574667366959649	0.015389432597620191	0.05353708490422561	0.0013917245219841959	0.002219866904292844	0.010501290727379329
Mtmr4	0.02940008513776559	4.542360667181894e-05	0.006404742502673165	3.685739776598979e-05	0.0015450161609726256	0.046350484829178765	0.06952572724376815	0.09270096965835753	0.005754704072897001	0.17264112218691002	0.25896168328036506	0.34528224437382005	3.7246885943731964	0.21784775359191105	0.8114150431136137	0.002338063151609508	0.004984070814008411	0.03144414743799744	0.0017226303244962725	0.002299057149736857	0.008063325402142706
Supt4a	0.14370175405984642	4.5260489951246685e-05	0.048728698716268865	3.4080076130178515e-05	0.0003149612908162372	0.009448838724487115	0.014173258086730674	0.01889767744897423	0.0006993840801827185	0.020981522405481554	0.03147228360822233	0.04196304481096311	2.2205397951292087	0.33909606069230847	0.7529762971388204	0.0034737395884045655	0.016406897453790745	0.14573847610765253	0.002020890413020722	0.006406473297484921	0.050262302142126895
Tspoap1	0.00247545737007276	8.256665260468326e-06	0.0004540182820687518	4.622368109353776e-06	0.003335409997476806	0.10006229992430418	0.1500934498864563	0.20012459984860836	0.010181017575529729	0.30543052726589187	0.4581457908988378	0.6108610545317837	3.052403627509522	0.18340783709614317	0.5598347472659428	0.00039630451042180226	0.0006190956737283507	0.0028470073067938346	0.00021254674774160746	0.0002534083931277951	0.0006620248469896717
Mks1	0.004679657323071593	1.5111189269196e-05	0.001147167343599538	9.98183157564274e-06	0.003229123037427332	0.09687369112281996	0.14531053668422994	0.19374738224563992	0.008701286374071745	0.26103859122215234	0.3915578868332285	0.5220771824443047	2.694628316486859	0.24513917673924257	0.6605589671218398	0.0007268000903445359	0.0011479692494209793	0.005359660840185413	0.0004606540943399187	0.0005638991552638771	0.0015963497645034613
Dynll2	0.02786549725433857	0.00014400730316272402	0.0027483529692678317	9.535596839339772e-05	0.005167943060492219	0.15503829181476658	0.23255743772214987	0.31007658362953316	0.03469567754203012	1.0408703262609036	1.5613054893913556	2.081740652521807	6.7136338647518965	0.09862924548528994	0.6621606425449706	0.006758983614865967	0.009266878367756439	0.03434582589666115	0.004318502107395576	0.00456585387462968	0.007039371546970729
Vezf1	0.013318152152306428	3.1189250808470633e-05	0.0032023712513365786	2.0270582437553283e-05	0.0023418602259375225	0.07025580677812568	0.1053837101671885	0.14051161355625136	0.006329866479126341	0.18989599437379023	0.28484399156068535	0.37979198874758047	2.7029224071612945	0.24045161931732356	0.6499220696910114	0.001536697807904243	0.0027353315016118212	0.014721668438687606	0.0009441999222032635	0.0012324133348235555	0.004114547461026476
Mrps23	0.04829704271282623	4.625807509740399e-05	0.012140578600714807	2.5220572468885537e-05	0.0009577827647223472	0.028733482941670416	0.043100224412505626	0.05746696588334083	0.002077378129852939	0.062321343895588174	0.09348201584338225	0.12464268779117635	2.16894499083532	0.25137312594691513	0.5452144823531776	0.002564583806511442	0.006911317650665803	0.05037865609220941	0.0012563315471069971	0.00234898362117133	0.013275504361814655
Ccdc182	0.0036875797532797696	2.273058912307716e-06	0.001362054846206257	1.1400189526004953e-06	0.0006164094241720563	0.018492282725161686	0.027738424087742533	0.03698456545032337	0.0008369846161304002	0.025109538483912005	0.03766430772586801	0.05021907696782401	1.3578387729139838	0.36936281716885777	0.5015351544246139	0.00013916344858664492	0.0004710456263818242	0.0037898674043336167	6.492140132908486e-05	0.000187506337487648	0.0014133556990732793
Scpep1	0.25949248173434536	7.216097198343777e-05	0.08761446418749748	6.013253438055194e-05	0.00027808502004043553	0.008342550601213066	0.0125138259018196	0.016685101202426132	0.0006863311319449102	0.020589933958347306	0.030884900937520957	0.04117986791669461	2.468062220126466	0.3376377750982108	0.8333110368074507	0.005842168556598153	0.029196491912689238	0.2627397254736001	0.003582108688999812	0.011467410465874584	0.09032042823462232
Elobl	0.06516433045710288	2.046634680704755e-05	0.036660866891584556	1.3515166435760814e-05	0.00031407284726911103	0.00942218541807333	0.014133278127109997	0.01884437083614666	0.0003686537603087394	0.011059612809262181	0.016589419213893272	0.022119225618524363	1.1737842462798482	0.5625910161958634	0.6603604719092754	0.0015726289108881687	0.007437418652027428	0.06608531606342001	0.0009747911585250822	0.004274269178767692	0.03726904938119379
Trim25	0.06798880299563625	6.431992838422947e-05	0.009177338645470328	4.5452963152194506e-05	0.0009460370759631955	0.028381112278895865	0.0425716684183438	0.05676222455779173	0.0049527390137911916	0.14858217041373575	0.22287325562060362	0.2971643408274715	5.235248321265447	0.1349830889956889	0.7066699900639046	0.003574284807246689	0.009693277076853952	0.07088319977292658	0.002137156728303456	0.002963117206395786	0.011222721987319082
Hus1	0.06680133569507114	2.800524955965197e-05	0.012570353915906248	1.953556809328285e-05	0.00041923188014514963	0.01257695640435449	0.018865434606531735	0.02515391280870898	0.001554098494280497	0.046622954828414914	0.06993443224262237	0.09324590965682983	3.707014108140882	0.18817518819213874	0.6975680774303239	0.0019282495871350501	0.007940369799691453	0.06806157192525548	0.0010048041033567908	0.002136135955788353	0.013449454480103975
Pctp	0.07906859197597309	1.4767454309771343e-05	0.02358800028712264	7.565231469949209e-06	0.0001867676398519755	0.005603029195559265	0.008404543793338898	0.01120605839111853	0.00032072373146778725	0.009621711944033617	0.014432567916050427	0.019243423888067233	1.7172339476045204	0.29832326208983745	0.5122908330207895	0.0014552213636994413	0.00857139464153702	0.0797331274199128	0.0005763154190189408	0.0026992354448599786	0.023928435703270353
Mmd	0.013733573419103416	1.018443428063269e-05	0.0047793136001495545	7.447595014391664e-06	0.0007415720562913458	0.022247161688740375	0.033370742533110564	0.04449432337748075	0.0015582980397349556	0.04674894119204867	0.070123411788073	0.09349788238409734	2.1013440656436195	0.34800218809050265	0.7312723327749724	0.0005956352768195052	0.0018316568845388125	0.014191872961731886	0.0003829349116491205	0.0008130731356625804	0.005114455375797179
Stxbp4	0.2228462873935608	1.2023792073554159e-05	0.04994859640706438	7.500281591929052e-06	5.3955541347293674e-05	0.0016186662404188102	0.0024279993606282154	0.0032373324808376205	0.00015016000711620125	0.004504800213486038	0.0067572003202290565	0.009009600426972075	2.78303216623612	0.22413923512601294	0.6237867010712548	0.0027695335172455452	0.02282569938266602	0.22338735803687074	0.0008369986357074511	0.005332372312343246	0.05028610907870119
Cox11	0.11516476768992659	5.0961649067102984e-05	0.06048804011517857	4.702299522095464e-05	0.0004425107616620545	0.013275322849861635	0.019912984274792454	0.02655064569972327	0.0007773932686761813	0.023321798060285438	0.03498269709042816	0.046643596120570875	1.7567782210681613	0.5252304270524694	0.9227133752881078	0.0034449218849189004	0.013809750977012293	0.11745804189794623	0.0027209151860947446	0.008164838796460816	0.06260407490012153
Tom1l1	0.010045993588329099	1.303971181044323e-05	0.0025092221898057954	8.843955202882847e-06	0.001298001207724448	0.038940036231733435	0.05841005434760015	0.07788007246346687	0.003524580341594754	0.10573741024784263	0.15860611537176394	0.21147482049568525	2.7153906488066886	0.24977342138868935	0.6782324127592996	0.0006872469673532363	0.0015913863903028553	0.010632780619799043	0.0004230702060277861	0.0006489002031103077	0.0029072001739355235
Upp1	0.09156539567867798	0.0001242903528571629	0.009631357030865052	0.00010075532748756684	0.001357394373015365	0.040721831190460946	0.06108274678569142	0.08144366238092189	0.01046117667164472	0.3138353001493416	0.47075295022401237	0.6276706002986832	7.706807159076314	0.10518555573836526	0.8106447939958541	0.0065087198353591105	0.014749605446440129	0.09715846155725032	0.004630303307249159	0.005497125440027013	0.014165346767805561
Utp18	0.06151085311544084	3.924429873301765e-05	0.007337022137013978	3.429006350763693e-05	0.0006380060874682667	0.019140182624048	0.028710273936072	0.038280365248096	0.004673566859591391	0.14020700578774173	0.21031050868161258	0.28041401157548346	7.325270011352119	0.11928012318808487	0.8737591093400646	0.0023811019741402026	0.007917078754529879	0.06327684655842664	0.0016164230792138018	0.00227675507154506	0.008880074994857639
Gm20390	0.017074028146503106	9.89686724069605e-05	0.004110407815474089	5.4138030220888674e-05	0.00579644542914907	0.1738933628744721	0.26084004431170815	0.3477867257489442	0.013170963235589426	0.3951288970676828	0.5926933456015242	0.7902577941353656	2.272248293644843	0.2407403677799332	0.5470218898993852	0.004624330539778254	0.006160993072963534	0.021527618404816328	0.0024773154380947314	0.0028472521414873993	0.006546619175414079
Nme1	0.017074028146503106	7.845754243762113e-05	0.004110407815474089	4.4975879360999716e-05	0.004595139574821999	0.13785418724465998	0.20678128086698994	0.27570837448931995	0.010941950623897462	0.32825851871692385	0.4923877780753858	0.6565170374338477	2.38120092887958	0.2407403677799332	0.5732511873763887	0.0037013296911579817	0.005237992224343261	0.020604617556196057	0.0020650186493997285	0.0024349553527923964	0.006134322386719076
Tob1	0.10855404779589918	9.880776533370887e-05	0.04055639650379226	7.095259890112563e-05	0.0009102172359291931	0.027306517077875795	0.04095977561681369	0.05461303415575159	0.0017494798605810836	0.05248439581743251	0.07872659372614876	0.10496879163486501	1.9220465088151524	0.3736055663262365	0.7180872744312506	0.005531889917975891	0.01530175421960682	0.11300039723591608	0.003598430915588576	0.007248506600929879	0.043749263454342914
Luc7l3	0.12507788181635496	7.165208059484576e-05	0.03852541861746793	5.9640500241220116e-05	0.0005728597219134923	0.01718579165740477	0.025778687486107153	0.03437158331480954	0.0015480818218592525	0.04644245465577757	0.06966368198366636	0.09288490931155514	2.702375053858349	0.308011441015868	0.832362434504244	0.004475122444931609	0.015732131808403556	0.12830222544312303	0.0030690766970295842	0.006536364372601698	0.04120924112832283
Ankrd40	0.024669219576558855	3.478778696564141e-05	0.01582122907972204	2.0112191751860118e-05	0.0014101697403795215	0.04230509221138565	0.06345763831707847	0.0846101844227713	0.001271215507374062	0.03813646522122186	0.057204697831832796	0.07627293044244372	0.9014627608105799	0.6413348030983381	0.5781394422049375	0.001812142609219452	0.004032372371109749	0.02623466999001272	0.0010632609196309256	0.0024871715368059094	0.016726277708555747
Epn3	0.0026025505499510915	4.049921205135736e-06	0.001147167343599538	1.3748545211723012e-06	0.0015561354630409942	0.046684063891229824	0.07002609583684474	0.09336812778245965	0.001198477736350422	0.03595433209051266	0.05393149813576899	0.07190866418102532	0.7701628584495859	0.44078580668532885	0.33947685684077944	0.00020827195973061903	0.0004425015092262173	0.0027847970041821996	7.334012688874892e-05	0.00017658518781270738	0.0012090357970522916
Acsf2	0.013369364600976158	1.3418583390499667e-05	0.005042687553140904	7.836507016131523e-06	0.001003681460637248	0.030110443819117438	0.045165665728676155	0.060220887638234875	0.0015540338229463476	0.04662101468839043	0.06993152203258564	0.09324202937678086	1.5483336934007679	0.3771822897830698	0.5840040478251791	0.0007375298985822466	0.0019407727126701008	0.013973200853548643	0.0004030696912573276	0.000856911571040009	0.005395330368866823
Lrrc59	0.015285236699539798	8.166187570182096e-05	0.006404742296021158	5.684223829826147e-05	0.005342532621969773	0.16027597865909318	0.2404139679886398	0.32055195731818636	0.008875023485890102	0.2662507045767031	0.39937605686505456	0.5325014091534062	1.6612015524985062	0.41901492413355884	0.6960682424907118	0.003827636773577341	0.005203308076535923	0.01896002110612174	0.0026219481463819775	0.003198374953023882	0.008962643019442924
Eme1	0.010520224709837994	4.366045106895642e-05	0.0025092221898057954	2.7814426180762683e-05	0.004150144343221807	0.1245043302966542	0.1867564954449813	0.2490086605933084	0.011084879726380635	0.33254639179141904	0.4988195876871286	0.6650927835828381	2.670962455675773	0.23851412484177215	0.6370622726007377	0.002069922545201419	0.0030167427690868383	0.012484945007941032	0.0012767414000323786	0.0015025713971149003	0.003760871367940116
Xylt2	0.0202778901854169	3.566406271603014e-05	0.002724109692412514	2.8030692294887955e-05	0.0017587659460587472	0.052762978381762415	0.07914446757264362	0.10552595676352483	0.010289854469870314	0.3086956340961094	0.4630434511441641	0.6173912681922188	5.850610476583907	0.13433891137114412	0.7859646422808928	0.0018076617240755254	0.0036326718407630465	0.021882773007638256	0.001288622250194083	0.0015337921225112095	0.003985490845682472
Pdk2	0.0024754573442412613	1.1608237539549116e-05	0.001147167343599538	8.475903724420149e-06	0.00468933046515778	0.1406799139547334	0.2110198709321001	0.2813598279094668	0.0073885503904119	0.22165651171235698	0.3324847675685355	0.44331302342471396	1.5756088092553102	0.46341632436859864	0.7301628430278803	0.0005471252627221228	0.0007699164237038364	0.0029978280335209717	0.00039288734103490205	0.0004961324019588606	0.0015285830111984448
Itga3	0.02164365025044264	1.8549262990385042e-05	0.0032266145281918956	1.115169121512497e-05	0.0008570302502465215	0.025710907507395644	0.03856636126109347	0.05142181501479129	0.0034561584960612155	0.10368475488183647	0.1555271323227547	0.20736950976367294	4.032714708806445	0.14907903661610442	0.6011932237364589	0.0010511533370717533	0.002999081859611591	0.022478367085009967	0.0005340922499625426	0.0008244875574998133	0.0037284406328725195
Slc35b1	0.023422972902452918	5.598466431098203e-05	0.005257575055747623	3.829075435410192e-05	0.002390160486635715	0.07170481459907145	0.10755722189860717	0.1434096291981429	0.0072829686591429936	0.2184890597742898	0.32773358966143473	0.4369781195485796	3.0470626135210614	0.2244623292544148	0.6839507716149822	0.00275353962301872	0.0048616071842394835	0.02594228279644711	0.0017756596964920626	0.0022488414515093487	0.006980659001682209
Spop	0.015378188152256186	2.5509329352878587e-05	0.004349538491610113	1.8979497502566923e-05	0.0016587994047358582	0.049763982142075745	0.07464597321311361	0.09952796428415149	0.00436356582179391	0.1309069746538173	0.19636046198072593	0.2618139493076346	2.6305566600373536	0.282838163283363	0.7440218141377829	0.0013017017024020985	0.002685738636105155	0.016526107973135723	0.0008975727725316127	0.0012890312367765228	0.005203615879225625
Phb	0.11174080496406134	4.85943004551522e-05	0.03185730164517337	2.8223128567280764e-05	0.0004348841094422163	0.01304652328326649	0.019569784924899733	0.02609304656653298	0.0008859233867836634	0.026577701603509904	0.039866552405264856	0.05315540320701981	2.0371482138539196	0.2850999834431073	0.5807909220409081	0.0033041515701224627	0.013360824016887984	0.11392754848454319	0.001588613801979368	0.004455770950044971	0.03312734243070101
Zfp652	0.004137142850564765	3.9031011876110954e-05	0.0009080365641375019	2.8576882003712005e-05	0.009434291559640682	0.28302874678922046	0.42454312018383067	0.5660574935784409	0.03147106970395597	0.944132091118679	1.4161981366780185	1.888264182237358	3.3358169508548223	0.2194839764871897	0.7321583692069886	0.0017977669629306407	0.0021701098194814696	0.005893538384989758	0.0012950400558084153	0.0013767633465807904	0.002193996254304542
Phospho1	0.018667417386078133	1.515000663845154e-05	0.0029632404718745505	9.271115631358033e-06	0.0008115748592920078	0.024347245778760233	0.036520868668140354	0.04869449155752047	0.003128708493068438	0.09386125479205314	0.14079188218807973	0.18772250958410627	3.8551077047874847	0.1587386412693857	0.6119545590051054	0.0008684244725911006	0.002548492037338133	0.019349167684808453	0.000446832608129857	0.0007135242505985665	0.0033804406752856618
Gngt2	0.014334897591333098	3.47482363732695e-05	0.003871277036012053	1.769188746043679e-05	0.00242403101604844	0.0727209304814532	0.1090813957221798	0.1454418609629064	0.00457003911005601	0.1371011733016803	0.20565175995252044	0.2742023466033606	1.8853055426270526	0.2700596227734918	0.5091449036546352	0.0017070196127104587	0.0029971603959304373	0.015898568228130225	0.000834847706079776	0.0011832626393208608	0.004667411971731709
B4galnt2	0.020040774779651514	1.4540330036036647e-05	0.005735836614671687	7.732051118456868e-06	0.0007255373205830462	0.021766119617491385	0.03264917942623708	0.04353223923498277	0.001348024994066091	0.04044074982198273	0.06066112473297409	0.08088149964396546	1.8579678202946333	0.28620832666088303	0.5317658608362952	0.0008547225994181642	0.0026583923295868004	0.020695089631273162	0.0004053006664772759	0.0009215259617977277	0.0060837789150022465
Igf2bp1	0.008240143973967535	8.662228375344453e-05	0.0006931490615307864	5.5976311431203106e-05	0.010512229401222086	0.3153668820366626	0.4730503230549939	0.6307337640733252	0.0807565277627039	2.422695832881117	3.634043749321675	4.845391665762234	7.682150444064286	0.08411856197180534	0.6462114482057535	0.003980404208644679	0.004722017166301757	0.012138146742872538	0.0025258655050194477	0.0025882489205572186	0.003212083075934926
Ube2z	0.14125863307917252	6.911171288934461e-05	0.02545255965913024	5.065971183795966e-05	0.0004892565599909843	0.01467769679972953	0.022016545199594294	0.02935539359945906	0.0019903582396589028	0.059710747189767086	0.08956612078465062	0.11942149437953417	4.068127854423821	0.18018409993295495	0.7330119558615393	0.004522613410812233	0.017235890387937762	0.14436866015919303	0.0025342126292994876	0.004824942998621209	0.027732246691838425
Calcoco2	0.03365484723278698	4.6155477203880686e-06	0.010802767444667944	3.5197146517948268e-06	0.00013714362416988017	0.004114308725096405	0.006171463087644607	0.00822861745019281	0.00032581601611095457	0.009774480483328638	0.014661720724992956	0.019548960966657276	2.375728496917694	0.32098697016647726	0.7625778921637698	0.0005442481197453329	0.003573184370696161	0.033862546880204444	0.00026641483377744664	0.0012386639037975616	0.010961154603998711
Snx11	0.34905078614802193	5.77180446882699e-05	0.15464935291771387	4.214732864700165e-05	0.00016535715425603832	0.00496071462768115	0.007441071941521724	0.0099214292553623	0.0002725347882278401	0.008176043646835203	0.012264065470252805	0.016352087293670405	1.6481584329024457	0.4430568818490835	0.7302279360750294	0.006087819872452365	0.03750239062577434	0.35164809815899406	0.003443123318292213	0.017361565080886463	0.15654598270682893
Cbx1	0.06853132591504385	0.00013602820902143545	0.01723175301754442	8.184070798588799e-05	0.0019849055480126764	0.05954716644038029	0.08932074966057044	0.11909433288076059	0.004749412778987855	0.14248238336963565	0.21372357505445347	0.2849647667392713	2.392765128669751	0.2514434499473436	0.6016451188664217	0.006806582665115034	0.012974401997468979	0.07465259532100844	0.003855149389540404	0.005406007161119402	0.02091458487690938
Copz2	0.004518422493525773	1.674235101122054e-05	0.0004540182820687518	6.9424421095094005e-06	0.0037053531481860847	0.11116059444558254	0.1667408916683738	0.2223211888911651	0.015291106952512783	0.45873320857538347	0.6880998128630752	0.9174664171507669	4.126761024114092	0.10048159124546066	0.41466351439273086	0.0007985900204401821	0.0012052480448575017	0.005271828289030697	0.00031695007774861053	0.0003578117231347982	0.0007664281769966749
Cdk5rap3	0.07395074253062935	8.63722227460333e-05	0.01806705107173165	5.238582616021962e-05	0.0011679696483136617	0.03503908944940985	0.05255863417411478	0.0700781788988197	0.0028995227805706683	0.08698568341712005	0.13047852512568006	0.1739713668342401	2.4825326452250347	0.24431196298331329	0.6065124237250855	0.004626257448877792	0.011281824276634433	0.07783749255420085	0.0025380326879271995	0.004164067284383048	0.020424413248941533
Prr15l	0.007858864382669526	1.9720316925490304e-05	0.0016011856256682934	1.0598251127550904e-05	0.002509308720096737	0.07527926160290212	0.11291889240435317	0.15055852320580423	0.006619002167926325	0.19857006503778976	0.29785509755668466	0.3971401300755795	2.6377791281381886	0.20374262077855035	0.5374280326018341	0.000966002905473759	0.0016733006999140165	0.00874627864431659	0.0004929331569964736	0.00063703986330662	0.002078106926408084
Lrrc46	0.0022042000563248366	1.1989632889118213e-05	0.0006931490615307864	3.854936432108235e-06	0.005439448590301316	0.16318345770903947	0.24477518656355923	0.32636691541807894	0.005561482581531298	0.16684447744593894	0.25026671616890844	0.3336889548918779	1.0224349930335903	0.31446740033502474	0.32152247427083225	0.000561575480573568	0.0007599534856428033	0.0027437335363351563	0.00018040363006017842	0.0002427870455979492	0.000866621200975657
Sp6	0.016912780142891787	4.720455080224756e-05	0.0034172586506172934	1.927287192056487e-05	0.0027910580285102917	0.08373174085530875	0.12559761128296312	0.1674634817106175	0.0056398633791104515	0.16919590137331356	0.2537938520599703	0.3383918027466271	2.020690118764994	0.20205185792907743	0.40828419279539513	0.002293332587530058	0.003815482800390319	0.019036984928992928	0.0009014518229315921	0.0012090051014871485	0.0042845378870427124
Scrn2	0.013665289783958917	1.799545939630164e-05	0.004827800153860189	1.0919723190646841e-05	0.0013168736031800596	0.039506208095401785	0.059259312143102684	0.07901241619080357	0.002261842421525196	0.06785527264575587	0.10178290896863382	0.13571054529151175	1.717585056047272	0.3532892628100233	0.6068043582644533	0.0009464485706731629	0.0021763246512294656	0.014475085456792491	0.0005396655451177098	0.0009741675589651267	0.005319187697439297
Mrpl10	0.015573564502311952	0.00010127053261808559	0.0029632404718745505	5.094783074090973e-05	0.006502720209175723	0.19508160627527169	0.2926224094129075	0.39016321255054337	0.017193282564975244	0.5157984769492573	0.773697715423886	1.0315969538985146	2.6440138914041706	0.19027374699187502	0.50308643021604	0.004712909612836972	0.006114530418045047	0.020130738470125805	0.0023222847880596835	0.002588976430528393	0.0052558928552154886
Osbpl7	0.01895574544716536	2.645366544306524e-05	0.004349538594936116	2.0370337740367682e-05	0.0013955486750335698	0.04186646025100709	0.06279969037651063	0.08373292050201418	0.004683333023894428	0.14049999071683283	0.21074998607524925	0.28099998143366567	3.3559080436816515	0.2294575334459635	0.7700383821746605	0.0013799723994095893	0.003085989489654472	0.020146160392103294	0.0009601605842659069	0.0013516190578101574	0.005266203793252662
